company_slug,job_title,job_link,board_url,job_id,final_url,http_status,location,department,job_type,detail_source,source,scraped_at
stripe,Accounts Receivable Analyst,https://boards.greenhouse.io/stripe/jobs/7369428,https://boards.greenhouse.io/stripe,7369428,https://stripe.com/jobs/listing/accounts-receivable-analyst/7369428,200,Bengaluru,Controllership,Full time,playwright_stripe,Greenhouse,2026-01-20 16:02:22
